1.000000000000000021e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.061224489795918685e-02,1.000000000000000000e+00,0.000000000000000000e+00
9.122448979591836482e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.318367346938775497e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.724489795918367485e-01,9.999799999999999800e-01,9.960000000000019042e-08
2.130612244897959195e-01,9.998550000000000493e-01,7.539750000000015352e-07
2.536734693877550906e-01,9.992300000000000626e-01,3.757100000000006769e-06
2.942857142857143171e-01,9.976299999999999057e-01,1.198310000000002254e-05
3.348979591836734881e-01,9.943049999999998834e-01,3.069197500000004931e-05
3.755102040816326592e-01,9.895249999999998769e-01,5.509937500000006231e-05
4.161224489795918302e-01,9.820699999999998875e-01,9.916510000000007823e-05
4.567346938775510568e-01,9.714400000000000812e-01,1.569263999999996433e-04
4.973469387755102278e-01,9.578099999999999392e-01,2.498538999999990818e-04
5.379591836734693988e-01,9.409400000000001096e-01,3.608663999999995372e-04
5.785714285714286254e-01,9.185849999999999849e-01,5.218727750000006372e-04
6.191836734693877409e-01,8.934999999999999609e-01,7.533000000000010174e-04
6.597959183673469674e-01,8.601799999999999446e-01,1.135917599999999731e-03
7.004081632653061940e-01,8.222749999999999782e-01,1.531449374999999417e-03
7.410204081632653095e-01,7.797899999999999832e-01,2.205705900000000386e-03
7.816326530612245360e-01,7.302899999999999947e-01,3.226115900000000626e-03
8.222448979591836515e-01,6.669149999999999245e-01,4.588157774999998897e-03
8.628571428571428781e-01,5.827899999999999192e-01,8.054715900000002093e-03
9.034693877551021046e-01,4.647699999999999609e-01,1.765944709999999959e-02
9.440816326530612201e-01,3.314049999999999496e-01,2.288630097500000266e-02
9.846938775510204467e-01,2.325000000000000122e-01,1.916755000000000195e-02
1.025306122448979673e+00,1.735700000000000021e-01,1.317795509999999948e-02
1.065918367346938789e+00,1.386550000000000282e-01,9.361465975000001979e-03
1.106530612244897904e+00,1.183749999999999941e-01,7.315184374999999552e-03
1.147142857142857242e+00,1.085600000000000037e-01,6.000376400000000110e-03
1.187755102040816357e+00,1.022799999999999959e-01,5.534601600000000308e-03
1.228367346938775473e+00,9.422999999999999432e-02,4.313657100000000723e-03
1.268979591836734810e+00,8.107999999999999929e-02,3.501683600000000431e-03
1.309591836734693926e+00,8.542500000000001481e-02,3.953194374999999955e-03
1.350204081632653041e+00,7.677000000000000490e-02,3.558667100000000201e-03
1.390816326530612379e+00,7.474999999999999700e-02,3.270887500000000270e-03
1.431428571428571495e+00,7.288000000000000034e-02,2.948755600000000157e-03
1.472040816326530610e+00,6.971499999999999919e-02,2.830443775000000134e-03
1.512653061224489948e+00,6.521500000000000907e-02,2.476428775000000075e-03
1.553265306122449063e+00,6.803499999999999825e-02,2.739113775000000424e-03
1.593877551020408179e+00,6.372500000000000386e-02,2.370649375000000083e-03
1.634489795918367294e+00,6.324000000000000454e-02,2.300102400000000186e-03
1.675102040816326632e+00,6.275500000000000522e-02,2.084334975000000194e-03
1.715714285714285747e+00,5.952000000000001040e-02,2.112769600000000223e-03
1.756326530612244863e+00,6.176500000000000740e-02,2.246259774999999955e-03
1.796938775510204200e+00,5.864500000000000268e-02,1.992188975000000212e-03
1.837551020408163316e+00,5.934999999999999998e-02,1.990227499999999965e-03
1.878163265306122431e+00,5.660500000000000254e-02,1.856398974999999996e-03
1.918775510204081769e+00,5.729499999999999871e-02,1.939457975000000124e-03
1.959387755102040884e+00,5.610500000000000209e-02,1.735253974999999976e-03
2.000000000000000000e+00,5.526500000000000856e-02,1.711654774999999892e-03
