0.1,2.2774769129441096e-6
0.6,1.9712284612697066
1.1,6.439149406549603
1.6,13.588727076968246
2.1,23.395404932128994
2.6,35.855453842666876
3.1,50.967846354523225
3.6,68.73219508583594
4.1,89.14832342697905
4.6,112.21613988957544
5.1,137.9355925161024
5.6,166.30664967854338
6.1,197.32929105042422
6.6,231.00350298634305
7.1,267.329275992141
7.6,306.3066032613978
8.1,347.935479789156
8.6,392.2159018140485
9.1,439.1478664553187
9.6,488.7313714697794
10.1,540.9664150849417
10.6,595.8529958818802
11.1,653.3911127113781
11.6,713.5807646328294
12.1,776.4219508690122
12.6,841.9146707721286
13.1,910.0589237979684
13.6,980.8547094860186
14.1,1054.302027443984
14.6,1130.4008773356159
15.1,1209.1512588710564
15.6,1290.553171799112
16.1,1374.606615901019
16.6,1461.3115909853734
17.1,1550.6680968839926
17.6,1642.6761334484952
18.1,1737.3357005474725
18.6,1834.6467980641328
19.1,1934.60942589432
19.6,2037.2235839448583
