0.1,0.07210249280925296
0.6,0.9217844431187691
1.1,3.323901589787183
1.6,7.0804663294436345
2.1,12.216244665284401
2.6,18.73602173048447
3.1,26.641188680611503
3.6,35.93228318488757
4.1,46.60955396639396
4.6,58.67313112438971
5.1,72.12308905924108
5.6,86.95947329877227
6.1,103.18231322300163
6.6,120.7916286205248
7.1,139.78743329742719
7.6,160.169737174065
8.1,181.93854755939864
8.6,205.0938699555589
9.1,229.6357085826929
9.6,255.56406673118008
10.1,282.8789470039334
10.6,311.5803514867786
11.1,341.66828187061657
11.6,373.1427395405529
12.1,406.0037256419579
12.6,440.2512411301276
13.1,475.88528680810174
13.6,512.9058633558082
14.1,551.3129713527621
14.6,591.1066112959284
15.1,632.2867836139022
15.6,674.8534886782686
16.1,718.8067268127681
16.6,764.1464983007523
17.1,810.8728033912888
17.6,858.9856423041906
18.1,908.485015234185
18.6,959.3709223543941
19.1,1011.6433638192449
19.6,1065.3023397669285
